case_id,crime_id,case_status,investigation_days,fine_amount,court_status,case_priority
CASE001776,C001776,Solved,130,79143,Hearing,Low
CASE001777,C001777,Under Investigation,156,99382,Ongoing,High
CASE001778,C001778,Pending,231,63481,Ongoing,High
CASE001779,C001779,Solved,24,89378,Ongoing,Medium
CASE001780,C001780,Solved,280,72054,Ongoing,Low
CASE001781,C001781,Solved,191,86988,Hearing,High
CASE001782,C001782,Under Investigation,118,99311,Ongoing,Medium
CASE001783,C001783,Solved,77,37885,Ongoing,Low
CASE001784,C001784,Solved,74,48816,Closed,Low
CASE001785,C001785,Pending,307,60211,Ongoing,Low
CASE001786,C001786,Solved,112,64919,Hearing,High
CASE001787,C001787,Solved,31,48580,Ongoing,High
CASE001788,C001788,Solved,271,38680,Hearing,Medium
CASE001789,C001789,Under Investigation,120,65044,Ongoing,Medium
CASE001790,C001790,Under Investigation,307,50056,Hearing,High
CASE001791,C001791,Pending,49,93239,Hearing,Medium
CASE001792,C001792,Solved,14,73839,Hearing,High
CASE001793,C001793,Solved,360,88474,Closed,High
CASE001794,C001794,Solved,214,7010,Ongoing,Low
CASE001795,C001795,Solved,140,81208,Hearing,High
CASE001796,C001796,Solved,292,31887,Hearing,Low
CASE001797,C001797,Pending,250,61018,Closed,High
CASE001798,C001798,Solved,94,43917,Hearing,Low
CASE001799,C001799,Solved,353,32236,Closed,Medium
CASE001800,C001800,Solved,84,50286,Closed,Medium
CASE001801,C001801,Pending,248,79684,Ongoing,Low
CASE001802,C001802,Under Investigation,137,18246,Ongoing,Low
CASE001803,C001803,Solved,254,20595,Hearing,Medium
CASE001804,C001804,Solved,126,26250,Hearing,Low
CASE001805,C001805,Solved,275,90946,Ongoing,Low
CASE001806,C001806,Solved,342,29504,Closed,High
CASE001807,C001807,Solved,96,76530,Hearing,Low
CASE001808,C001808,Under Investigation,299,97869,Closed,High
CASE001809,C001809,Pending,166,17745,Closed,Medium
CASE001810,C001810,Solved,220,38943,Hearing,High
CASE001811,C001811,Solved,131,98311,Closed,Low
CASE001812,C001812,Pending,59,38855,Ongoing,Low
CASE001813,C001813,Solved,272,86851,Ongoing,High
CASE001814,C001814,Under Investigation,229,87826,Closed,High
CASE001815,C001815,Solved,181,73502,Ongoing,Low
CASE001816,C001816,Solved,258,71438,Closed,High
CASE001817,C001817,Solved,151,57935,Hearing,Medium
CASE001818,C001818,Solved,15,14507,Closed,Medium
CASE001819,C001819,Solved,301,7075,Hearing,Medium
CASE001820,C001820,Solved,172,22141,Hearing,Low
CASE001821,C001821,Pending,310,99628,Ongoing,Medium
CASE001822,C001822,Pending,282,66679,Ongoing,Low
CASE001823,C001823,Solved,53,3002,Ongoing,Low
CASE001824,C001824,Under Investigation,167,67873,Closed,Medium
CASE001825,C001825,Solved,24,10817,Hearing,Medium
CASE001826,C001826,Solved,260,31609,Closed,Medium
CASE001827,C001827,Solved,69,5310,Hearing,High
CASE001828,C001828,Solved,359,49644,Ongoing,Medium
CASE001829,C001829,Solved,283,80713,Hearing,Medium
CASE001830,C001830,Solved,320,35532,Ongoing,Low
CASE001831,C001831,Pending,49,83618,Ongoing,High
CASE001832,C001832,Solved,37,5348,Hearing,High
CASE001833,C001833,Under Investigation,47,97796,Closed,Medium
CASE001834,C001834,Solved,161,97796,Closed,Medium
CASE001835,C001835,Solved,14,83597,Hearing,Low
CASE001836,C001836,Under Investigation,79,22785,Closed,High
CASE001837,C001837,Under Investigation,92,42862,Closed,Medium
CASE001838,C001838,Solved,282,30551,Ongoing,Medium
CASE001839,C001839,Pending,226,48374,Closed,Low
CASE001840,C001840,Solved,25,68593,Ongoing,High
CASE001841,C001841,Solved,288,78703,Ongoing,Low
CASE001842,C001842,Solved,171,48022,Hearing,High
CASE001843,C001843,Pending,91,90663,Hearing,Medium
CASE001844,C001844,Solved,251,13321,Closed,High
CASE001845,C001845,Solved,318,60994,Hearing,Medium
CASE001846,C001846,Solved,128,66613,Ongoing,Low
CASE001847,C001847,Solved,247,66304,Closed,High
CASE001848,C001848,Pending,217,52830,Closed,Low
CASE001849,C001849,Solved,145,12275,Ongoing,Low
CASE001850,C001850,Under Investigation,312,39894,Ongoing,Medium
CASE001851,C001851,Solved,185,5550,Hearing,High
CASE001852,C001852,Pending,168,24047,Hearing,Low
CASE001853,C001853,Under Investigation,224,25713,Closed,High
CASE001854,C001854,Pending,70,97302,Ongoing,High
CASE001855,C001855,Under Investigation,274,34828,Ongoing,Medium
CASE001856,C001856,Solved,121,74925,Ongoing,Medium
CASE001857,C001857,Solved,150,32748,Ongoing,Medium
CASE001858,C001858,Solved,76,83993,Ongoing,High
CASE001859,C001859,Solved,72,1325,Ongoing,Medium
CASE001860,C001860,Under Investigation,170,77086,Closed,Medium
CASE001861,C001861,Solved,363,56924,Hearing,Low
CASE001862,C001862,Solved,94,90927,Ongoing,Medium
CASE001863,C001863,Under Investigation,218,66131,Ongoing,High
CASE001864,C001864,Solved,318,43017,Hearing,High
CASE001865,C001865,Solved,154,79150,Ongoing,Low
CASE001866,C001866,Solved,309,18899,Ongoing,Medium
CASE001867,C001867,Solved,179,59170,Ongoing,Low
CASE001868,C001868,Solved,133,61299,Hearing,Low
CASE001869,C001869,Solved,141,43317,Ongoing,Low
CASE001870,C001870,Pending,83,37638,Ongoing,Medium
CASE001871,C001871,Pending,244,61538,Ongoing,High
CASE001872,C001872,Solved,18,9692,Closed,Medium
CASE001873,C001873,Solved,189,21553,Hearing,Medium
CASE001874,C001874,Solved,251,34566,Hearing,Medium
CASE001875,C001875,Solved,321,31061,Closed,Medium
CASE001876,C001876,Pending,171,19692,Hearing,Medium
CASE001877,C001877,Under Investigation,298,98887,Ongoing,Medium
CASE001878,C001878,Solved,82,64387,Hearing,Low
CASE001879,C001879,Solved,33,88206,Closed,Medium
CASE001880,C001880,Solved,129,21565,Closed,Medium
CASE001881,C001881,Solved,144,85683,Hearing,High
CASE001882,C001882,Solved,183,34659,Closed,High
CASE001883,C001883,Solved,181,94618,Hearing,Low
CASE001884,C001884,Solved,62,34884,Hearing,High
CASE001885,C001885,Solved,65,28044,Hearing,Medium
CASE001886,C001886,Under Investigation,194,66812,Hearing,Low
CASE001887,C001887,Solved,35,87260,Ongoing,Low
CASE001888,C001888,Solved,136,23600,Hearing,Medium
CASE001889,C001889,Pending,40,47196,Ongoing,High
CASE001890,C001890,Solved,281,20640,Ongoing,High
CASE001891,C001891,Under Investigation,302,59494,Ongoing,Low
CASE001892,C001892,Under Investigation,107,55971,Closed,Medium
CASE001893,C001893,Under Investigation,6,92370,Hearing,Medium
CASE001894,C001894,Under Investigation,8,50387,Closed,High
CASE001895,C001895,Solved,240,17855,Closed,Low
CASE001896,C001896,Under Investigation,75,91858,Ongoing,High
CASE001897,C001897,Pending,85,93252,Closed,Medium
CASE001898,C001898,Solved,169,81726,Hearing,High
CASE001899,C001899,Solved,136,11819,Hearing,Low
CASE001900,C001900,Pending,237,84284,Hearing,Medium
CASE001901,C001901,Pending,65,77393,Hearing,Medium
CASE001902,C001902,Pending,349,11792,Ongoing,High
CASE001903,C001903,Under Investigation,258,59962,Ongoing,Medium
CASE001904,C001904,Solved,56,24956,Hearing,High
CASE001905,C001905,Under Investigation,345,22172,Hearing,Medium
CASE001906,C001906,Pending,49,66745,Closed,Low
CASE001907,C001907,Under Investigation,199,2144,Closed,Medium
CASE001908,C001908,Pending,136,38280,Closed,Low
CASE001909,C001909,Solved,220,58363,Hearing,Low
CASE001910,C001910,Solved,330,25569,Ongoing,High
CASE001911,C001911,Solved,69,91855,Ongoing,High
CASE001912,C001912,Solved,58,51372,Ongoing,Low
CASE001913,C001913,Pending,283,33414,Closed,High
CASE001914,C001914,Solved,196,80562,Closed,High
CASE001915,C001915,Solved,196,66944,Ongoing,Low
CASE001916,C001916,Solved,202,76366,Ongoing,High
CASE001917,C001917,Under Investigation,194,69243,Closed,Medium
CASE001918,C001918,Solved,162,33541,Ongoing,Low
CASE001919,C001919,Solved,45,79105,Closed,Low
CASE001920,C001920,Solved,102,73724,Closed,Medium
CASE001921,C001921,Pending,337,72162,Ongoing,Low
CASE001922,C001922,Pending,223,6863,Hearing,Low
CASE001923,C001923,Solved,189,40783,Ongoing,High
CASE001924,C001924,Pending,205,10788,Hearing,Low
CASE001925,C001925,Solved,232,49056,Ongoing,High
CASE001926,C001926,Solved,88,50310,Ongoing,High
CASE001927,C001927,Solved,327,71795,Closed,High
CASE001928,C001928,Pending,81,93801,Closed,Medium
CASE001929,C001929,Solved,221,22511,Hearing,Low
CASE001930,C001930,Pending,151,25929,Closed,Low
CASE001931,C001931,Solved,355,30347,Closed,High
CASE001932,C001932,Solved,185,68016,Ongoing,Medium
CASE001933,C001933,Pending,178,19520,Closed,Medium
CASE001934,C001934,Pending,149,51087,Hearing,Low
CASE001935,C001935,Solved,253,31981,Hearing,Medium
CASE001936,C001936,Pending,162,83821,Ongoing,Low
CASE001937,C001937,Solved,267,31683,Closed,High
CASE001938,C001938,Solved,87,51746,Closed,Medium
CASE001939,C001939,Solved,267,38862,Hearing,Low
CASE001940,C001940,Solved,51,13609,Hearing,Low
CASE001941,C001941,Pending,317,11278,Ongoing,High
CASE001942,C001942,Solved,189,18486,Ongoing,Low
CASE001943,C001943,Solved,179,87004,Hearing,Low
CASE001944,C001944,Solved,6,60765,Ongoing,Medium
CASE001945,C001945,Solved,319,41652,Ongoing,Low
CASE001946,C001946,Pending,348,21263,Hearing,Low
CASE001947,C001947,Under Investigation,148,46909,Ongoing,Medium
CASE001948,C001948,Solved,129,26971,Closed,Low
CASE001949,C001949,Solved,213,48406,Ongoing,Medium
CASE001950,C001950,Solved,243,41956,Closed,High
CASE001951,C001951,Pending,201,85045,Hearing,Low
CASE001952,C001952,Solved,268,51999,Ongoing,Medium
CASE001953,C001953,Solved,355,32379,Closed,High
CASE001954,C001954,Pending,111,21755,Ongoing,Medium
CASE001955,C001955,Pending,58,9970,Hearing,High
CASE001956,C001956,Under Investigation,49,29908,Closed,Medium
CASE001957,C001957,Solved,199,72671,Ongoing,High
CASE001958,C001958,Solved,290,29266,Closed,Low
CASE001959,C001959,Solved,77,79130,Hearing,Medium
CASE001960,C001960,Pending,174,88995,Closed,Medium
CASE001961,C001961,Solved,10,17950,Ongoing,Low
CASE001962,C001962,Solved,346,57923,Ongoing,Medium
CASE001963,C001963,Solved,214,92802,Closed,High
CASE001964,C001964,Solved,77,56049,Hearing,High
CASE001965,C001965,Solved,265,39531,Hearing,Medium
CASE001966,C001966,Under Investigation,61,91079,Ongoing,High
CASE001967,C001967,Solved,205,74390,Ongoing,High
CASE001968,C001968,Solved,23,87706,Ongoing,High
CASE001969,C001969,Solved,364,97781,Closed,High
CASE001970,C001970,Under Investigation,322,4276,Hearing,Medium
CASE001971,C001971,Solved,119,89721,Closed,Medium
CASE001972,C001972,Solved,90,7471,Hearing,Medium
CASE001973,C001973,Solved,264,76178,Closed,High
CASE001974,C001974,Under Investigation,19,52288,Ongoing,High
CASE001975,C001975,Under Investigation,345,70762,Hearing,High
CASE001976,C001976,Solved,352,8322,Hearing,High
CASE001977,C001977,Solved,264,91170,Hearing,Low
CASE001978,C001978,Solved,212,82960,Ongoing,Low
CASE001979,C001979,Solved,145,84559,Hearing,Low
CASE001980,C001980,Solved,264,5802,Hearing,Low
CASE001981,C001981,Solved,131,43802,Ongoing,Low
CASE001982,C001982,Pending,39,47543,Closed,Low
CASE001983,C001983,Solved,222,23198,Hearing,Low
CASE001984,C001984,Solved,42,84719,Ongoing,Medium
CASE001985,C001985,Solved,348,65823,Hearing,Low
CASE001986,C001986,Solved,127,51039,Hearing,Low
CASE001987,C001987,Solved,28,20204,Hearing,Low
CASE001988,C001988,Solved,44,3339,Closed,High
CASE001989,C001989,Pending,188,14183,Closed,Low
CASE001990,C001990,Pending,183,3606,Hearing,High
CASE001991,C001991,Solved,212,41649,Ongoing,Medium
CASE001992,C001992,Pending,195,68521,Ongoing,Medium
CASE001993,C001993,Solved,349,59260,Closed,High
CASE001994,C001994,Solved,16,43162,Ongoing,High
CASE001995,C001995,Solved,143,43058,Ongoing,High
CASE001996,C001996,Solved,193,24010,Closed,High
CASE001997,C001997,Solved,180,33947,Ongoing,Low
CASE001998,C001998,Solved,187,14145,Hearing,Low
CASE001999,C001999,Solved,66,6399,Ongoing,Medium
CASE002000,C002000,Solved,186,32511,Closed,Low
CASE002001,C002001,Solved,359,45180,Ongoing,Medium
CASE002002,C002002,Solved,191,28582,Closed,High
CASE002003,C002003,Under Investigation,285,1979,Closed,High
CASE002004,C002004,Under Investigation,34,47009,Closed,Low
CASE002005,C002005,Pending,271,67104,Closed,High
CASE002006,C002006,Solved,254,74188,Hearing,High
CASE002007,C002007,Solved,241,23795,Hearing,High
CASE002008,C002008,Solved,40,34100,Ongoing,High
CASE002009,C002009,Solved,200,55219,Closed,High
CASE002010,C002010,Solved,299,31537,Hearing,Low
CASE002011,C002011,Solved,68,20242,Closed,Medium
CASE002012,C002012,Solved,181,54757,Hearing,Medium
CASE002013,C002013,Solved,80,38410,Closed,High
CASE002014,C002014,Under Investigation,299,5913,Ongoing,High
CASE002015,C002015,Solved,150,48389,Hearing,Medium
CASE002016,C002016,Pending,236,98625,Closed,High
CASE002017,C002017,Solved,348,44350,Ongoing,Low
CASE002018,C002018,Solved,25,92082,Closed,Medium
CASE002019,C002019,Solved,94,43512,Hearing,High
CASE002020,C002020,Under Investigation,166,95366,Closed,Low
CASE002021,C002021,Pending,56,79729,Closed,Medium
CASE002022,C002022,Pending,103,63011,Ongoing,High
CASE002023,C002023,Solved,186,75153,Hearing,Low
CASE002024,C002024,Under Investigation,179,65052,Ongoing,Low
CASE002025,C002025,Solved,323,57154,Hearing,High
CASE002026,C002026,Pending,122,61816,Hearing,Low
CASE002027,C002027,Solved,21,30896,Ongoing,High
CASE002028,C002028,Solved,100,33524,Closed,High
CASE002029,C002029,Under Investigation,153,23143,Closed,Low
CASE002030,C002030,Under Investigation,6,64022,Closed,Low
CASE002031,C002031,Under Investigation,70,97206,Closed,Medium
CASE002032,C002032,Solved,118,96709,Hearing,High
CASE002033,C002033,Solved,102,46995,Hearing,Medium
CASE002034,C002034,Solved,124,49151,Closed,High
CASE002035,C002035,Pending,344,73759,Ongoing,Medium
CASE002036,C002036,Solved,207,79037,Closed,High
CASE002037,C002037,Solved,137,20170,Closed,Low
CASE002038,C002038,Pending,12,17795,Closed,Low
CASE002039,C002039,Pending,139,35646,Hearing,Medium
CASE002040,C002040,Pending,306,24995,Ongoing,High
CASE002041,C002041,Under Investigation,155,2348,Closed,High
CASE002042,C002042,Pending,328,54826,Ongoing,Low
CASE002043,C002043,Pending,249,99952,Hearing,High
CASE002044,C002044,Solved,68,55132,Closed,High
CASE002045,C002045,Solved,324,30355,Ongoing,High
CASE002046,C002046,Pending,317,82261,Closed,Medium
CASE002047,C002047,Solved,219,30804,Ongoing,High
CASE002048,C002048,Solved,206,70799,Ongoing,Medium
CASE002049,C002049,Pending,13,19950,Hearing,Medium
CASE002050,C002050,Solved,46,80059,Hearing,Low
CASE002051,C002051,Solved,45,3934,Closed,Low
CASE002052,C002052,Solved,170,18276,Ongoing,Medium
CASE002053,C002053,Pending,163,2159,Closed,Medium
CASE002054,C002054,Solved,304,84363,Hearing,Low
CASE002055,C002055,Solved,190,47687,Closed,High
CASE002056,C002056,Solved,116,12255,Hearing,High
CASE002057,C002057,Solved,135,77525,Closed,High
CASE002058,C002058,Solved,364,8617,Closed,Medium
CASE002059,C002059,Pending,190,73225,Hearing,Low
CASE002060,C002060,Pending,50,55138,Ongoing,High
CASE002061,C002061,Solved,89,71594,Hearing,Low
CASE002062,C002062,Pending,286,74494,Ongoing,Medium
CASE002063,C002063,Under Investigation,31,26619,Hearing,High
CASE002064,C002064,Pending,257,41471,Ongoing,High
CASE002065,C002065,Pending,123,83839,Hearing,High
CASE002066,C002066,Solved,344,83861,Ongoing,High
CASE002067,C002067,Under Investigation,70,48350,Ongoing,Low
CASE002068,C002068,Solved,151,56887,Hearing,Medium
CASE002069,C002069,Solved,197,42735,Ongoing,High
CASE002070,C002070,Solved,87,28687,Hearing,Low
CASE002071,C002071,Solved,277,74584,Ongoing,Medium
CASE002072,C002072,Solved,198,80660,Hearing,Low
CASE002073,C002073,Pending,95,87074,Closed,High
CASE002074,C002074,Solved,330,50450,Hearing,High
CASE002075,C002075,Solved,284,17114,Closed,High
CASE002076,C002076,Solved,158,41236,Closed,Low
CASE002077,C002077,Solved,152,1330,Hearing,Medium
CASE002078,C002078,Solved,43,86053,Hearing,Medium
CASE002079,C002079,Pending,196,1718,Ongoing,High
CASE002080,C002080,Solved,291,56616,Hearing,Low
CASE002081,C002081,Solved,53,44482,Closed,Medium
CASE002082,C002082,Solved,125,28122,Hearing,Medium
CASE002083,C002083,Solved,11,85759,Ongoing,High
CASE002084,C002084,Pending,17,14823,Ongoing,High
CASE002085,C002085,Pending,57,11674,Hearing,High
CASE002086,C002086,Solved,363,10292,Closed,Medium
CASE002087,C002087,Under Investigation,193,13818,Hearing,Low
CASE002088,C002088,Solved,262,41528,Closed,Medium
CASE002089,C002089,Solved,353,41292,Closed,Medium
CASE002090,C002090,Pending,351,5352,Closed,Low
CASE002091,C002091,Solved,79,91871,Ongoing,Medium
CASE002092,C002092,Solved,87,63842,Hearing,Low
CASE002093,C002093,Solved,229,55619,Hearing,High
CASE002094,C002094,Solved,329,11029,Hearing,Low
CASE002095,C002095,Solved,271,32057,Closed,Medium
CASE002096,C002096,Solved,162,92260,Closed,Low
CASE002097,C002097,Solved,64,14890,Closed,Medium
CASE002098,C002098,Solved,227,22270,Hearing,High
CASE002099,C002099,Solved,35,29864,Ongoing,High
CASE002100,C002100,Under Investigation,255,67548,Closed,Medium
CASE002101,C002101,Solved,216,25327,Hearing,Medium
CASE002102,C002102,Solved,38,25034,Ongoing,Medium
CASE002103,C002103,Solved,220,46743,Closed,High
CASE002104,C002104,Solved,293,95075,Ongoing,Low
CASE002105,C002105,Under Investigation,133,96867,Closed,Medium
CASE002106,C002106,Solved,177,42281,Ongoing,High
CASE002107,C002107,Pending,138,55841,Hearing,Medium
CASE002108,C002108,Solved,138,51131,Closed,Low
CASE002109,C002109,Pending,191,30064,Closed,High
CASE002110,C002110,Solved,38,8029,Ongoing,Low
CASE002111,C002111,Pending,351,1416,Closed,Low
CASE002112,C002112,Solved,318,35799,Closed,High
CASE002113,C002113,Solved,117,42537,Hearing,Low
CASE002114,C002114,Solved,73,67247,Closed,High
CASE002115,C002115,Solved,124,60420,Ongoing,Low
CASE002116,C002116,Solved,110,70689,Hearing,High
CASE002117,C002117,Solved,118,48566,Closed,Low
CASE002118,C002118,Under Investigation,234,74827,Ongoing,High
CASE002119,C002119,Solved,338,70648,Closed,High
CASE002120,C002120,Solved,123,59089,Closed,Low
CASE002121,C002121,Solved,112,35779,Closed,High
CASE002122,C002122,Solved,83,28946,Ongoing,Medium
CASE002123,C002123,Solved,72,35350,Ongoing,High
CASE002124,C002124,Under Investigation,45,67427,Closed,Medium
CASE002125,C002125,Pending,220,26612,Hearing,High
CASE002126,C002126,Pending,229,12999,Closed,High
CASE002127,C002127,Solved,303,58363,Ongoing,Low
CASE002128,C002128,Solved,142,2945,Closed,High
CASE002129,C002129,Solved,40,51375,Ongoing,High
CASE002130,C002130,Under Investigation,115,6173,Closed,Low
CASE002131,C002131,Solved,47,42327,Ongoing,Low
CASE002132,C002132,Solved,284,3743,Ongoing,Medium
CASE002133,C002133,Solved,92,65599,Ongoing,Medium
CASE002134,C002134,Pending,280,56473,Hearing,Medium
CASE002135,C002135,Under Investigation,226,40565,Hearing,Low
CASE002136,C002136,Solved,35,73342,Closed,Medium
CASE002137,C002137,Solved,336,11658,Closed,Medium
CASE002138,C002138,Solved,55,38969,Ongoing,High
CASE002139,C002139,Solved,150,14815,Hearing,Medium
CASE002140,C002140,Pending,28,49043,Ongoing,Medium
CASE002141,C002141,Solved,311,60796,Closed,High
CASE002142,C002142,Pending,261,24674,Ongoing,Low
CASE002143,C002143,Under Investigation,250,56399,Ongoing,High
CASE002144,C002144,Solved,68,43119,Hearing,High
CASE002145,C002145,Solved,86,39162,Ongoing,Medium
CASE002146,C002146,Solved,226,88697,Closed,Medium
CASE002147,C002147,Solved,117,73857,Closed,Medium
CASE002148,C002148,Under Investigation,93,75678,Closed,High
CASE002149,C002149,Solved,82,10441,Hearing,High
CASE002150,C002150,Pending,275,82483,Hearing,Low
CASE002151,C002151,Solved,180,51849,Ongoing,Low
CASE002152,C002152,Solved,125,59452,Ongoing,Medium
CASE002153,C002153,Solved,131,53436,Ongoing,High
CASE002154,C002154,Under Investigation,275,4638,Hearing,High
